# Kim, K. U., Elliott, G. S., and Dutton, J. C., “A Three-Dimensional Experimental Study of Compressibility Effects on Turbulent Free Shear Layers,” AIAA Aviation Conference, Atlanta, GA, 2018.
# This work was funded by the NASA Aeronautics Mission Directorate's Transformative Aeronautics Concepts Program, Transformational Tools and Technologies Project; Grant Number NNX15AU94A.
VARIABLES = "y (mm)", "U (m/s)", "Rexx (m/s)^2", "Reyy (m/s)^2", "Rexy (m/s)^2"
ZONE T="Frame 0", I=315, J=1, F=POINT
0.4473459087 52.3094041126 253.1218430169 23.7153064085 -14.0377097786
0.5339031108 53.9601703845 268.7323945471 20.0318663051 -15.2983890323
0.6204603128 55.4235432488 287.1076329031 19.3272952337 -15.2206183975
0.7070175149 56.7141400009 302.3880740794 18.6696221523 -14.8229235155
0.7935747169 57.8673546440 314.3056181344 17.7338795035 -13.9933713932
0.8801319189 58.9279981782 323.4483577746 16.8503854276 -13.3006918032
0.9666891210 59.9169536726 330.3534073801 16.0792754438 -12.7567145800
1.0532463230 60.8256403519 335.6691323917 15.3074427173 -11.9591948380
1.1398035251 61.6690895824 339.1761105825 14.7375640880 -11.2309483116
1.2263607271 62.4411126000 341.6624710275 14.2667919928 -10.7528738521
1.3129179291 63.1488932259 342.8872451756 13.8714883509 -10.3224143552
1.3994751312 63.8165195900 342.7526222008 13.3647865157 -9.8952676025
1.4860323332 64.4560911866 341.6956757019 12.7846773278 -9.4870810355
1.5725895353 65.0575221092 340.5050444236 12.2989001019 -9.1797647147
1.6591467373 65.5998704741 338.8910710624 11.9045870466 -8.9873325282
1.7457039393 66.1084918088 336.4481596580 11.5376550838 -8.7808746808
1.8322611414 66.5913402761 333.7716593117 10.9780715025 -8.4212068697
1.9188183434 67.0467217022 330.9476466963 10.4594899000 -7.8905292132
2.0053755455 67.4792852426 328.1182918133 9.9133687894 -7.4712213009
2.0919327475 67.8822002130 325.2467625508 9.5779494783 -7.1891979558
2.1784899496 68.2619568451 322.6249067663 9.1626837989 -7.1383081665
2.2650471516 68.6242146658 319.6675999607 8.7100221946 -6.9691480366
2.3516043536 68.9750562248 316.7218364675 8.2573399275 -6.6992478174
2.4381615557 69.3119030124 313.9790597008 7.9144130570 -6.4156910488
2.5247187577 69.6349636452 311.0309131756 7.6273417468 -6.1241449991
2.6112759598 69.9429826818 307.8444061875 7.3672633523 -5.9066819005
2.6978331618 70.2407240475 304.7221404311 7.1451872200 -5.6680121809
2.7843903638 70.5255782145 301.5275871964 6.8883274247 -5.4620744304
2.8709475659 70.7909938430 298.4451203038 6.6740193288 -5.3014533934
2.9575047679 71.0292743475 295.3207109319 6.4623789266 -5.0841617131
3.0440619700 71.2484094284 291.9382762264 6.2170142805 -4.9144509219
3.1306191720 71.4542893425 288.5412398529 5.9558272615 -4.7774950883
3.2171763740 71.6497153715 285.1120687562 5.7017624588 -4.6125159479
3.3037335761 71.8374297337 282.1410437318 5.4791112574 -4.4415820973
3.3902907781 72.0107912913 279.7108692334 5.2840351880 -4.3003357793
3.4768479802 72.1736905577 277.2526883404 5.1408354447 -4.1483702423
3.5634051822 72.3325263176 274.3965448188 4.9835974349 -3.9446988550
3.6499623843 72.4889151411 271.5485758260 4.8026720883 -3.7048664921
3.7365195863 72.6384674390 268.8163848596 4.5870472390 -3.5120351758
3.8230767883 72.7746046435 266.2930171890 4.4126244328 -3.3486575037
3.9096339904 72.8981701565 264.1960890135 4.2369886766 -3.2298096492
3.9961911924 73.0100751722 262.3243221076 4.0823678527 -3.1453585714
4.0827483945 73.1150372021 260.1036360994 3.9436865083 -3.0309827176
4.1693055965 73.2136628424 257.9253464432 3.8220620067 -2.9347535665
4.2558627985 73.3011748723 255.8716069203 3.7042809746 -2.8629255319
4.3424200006 73.3787855747 254.1649773432 3.6293555683 -2.8407700303
4.4289772026 73.4530607583 252.7053426906 3.5718685152 -2.8486506541
4.5155344047 73.5316666813 251.3284236044 3.4698311155 -2.8306166665
4.6020916067 73.6062889605 250.0364807952 3.4152193844 -2.7904484427
4.6886488087 73.6751231134 248.7077931432 3.3847884251 -2.7405341829
4.7752060108 73.7375613462 247.3823726186 3.3322968211 -2.6932818053
4.8617632128 73.7965634402 246.1598287498 3.3230973687 -2.6864389089
4.9483204149 73.8495930513 244.8574521394 3.2983900324 -2.6786777861
5.0348776169 73.8960710300 243.7082660491 3.2540355984 -2.7162809670
5.1214348190 73.9422100042 242.6120708583 3.1884924734 -2.7133328173
5.2079920210 73.9890652903 241.6800633462 3.1355425165 -2.6678277272
5.2945492230 74.0328490941 240.7246634336 3.0937464002 -2.6475306141
5.3811064251 74.0711316860 239.7959369867 3.0408363186 -2.6241305722
5.4676636271 74.1105375909 238.9660111174 3.0076020259 -2.5327248200
5.5542208292 74.1505716400 238.0857544420 2.9683289014 -2.4190188505
5.6407780312 74.1879377072 237.3980643137 2.9027745861 -2.3273451557
5.7273352332 74.2210784095 236.9856283307 2.8168471693 -2.2359442138
5.8138924353 74.2480094473 236.7133928466 2.7867249504 -2.1704690164
5.9004496373 74.2712986467 236.3726100719 2.8218264606 -2.0852521485
5.9870068394 74.2973333413 235.6975673826 2.8017552159 -2.0689129742
6.0735640414 74.3262690015 235.1367643012 2.7420987750 -2.1101825738
6.1601212434 74.3567291630 234.9828686123 2.7364060552 -2.1722800246
6.2466784455 74.3859585009 234.6586110109 2.7275484516 -2.1510224265
6.3332356475 74.4133247023 234.1574147169 2.7107290951 -2.0840973856
6.4197928496 74.4393402469 233.6275923990 2.6775879242 -1.9984562591
