# Kim, K. U., Elliott, G. S., and Dutton, J. C., “A Three-Dimensional Experimental Study of Compressibility Effects on Turbulent Free Shear Layers,” AIAA Aviation Conference, Atlanta, GA, 2018.
# This work was funded by the NASA Aeronautics Mission Directorate's Transformative Aeronautics Concepts Program, Transformational Tools and Technologies Project; Grant Number NNX15AU94A.
VARIABLES = "x (mm)", "y (mm)", "U_uncert (%dU)", "V_uncert (%dU)", "W_uncert (%dU)", "uu_uncert (%(dU)^2)", "vv_uncert (%(dU)^2)", "ww_uncert (%(dU)^2)", "uv_uncert (%(dU)^2)"
ZONE T="Frame 0", I=249, J=128, F=POINT
149.0314785043 20.7338851790 0.0007083095 0.0007455326 0.0008352201 0.0000245656 0.0000241265 0.0000428820 0.0000154011
149.4019283652 20.7338851790 0.0120671532 0.0100160284 0.0216179903 0.0003009402 0.0002161900 0.0010222184 0.0002504622
149.7723782261 20.7338851790 0.0118410433 0.0097127421 0.0208552677 0.0002891624 0.0002027048 0.0009497109 0.0002378616
150.1428280870 20.7338851790 0.0117269348 0.0095236453 0.0204438596 0.0002831204 0.0001934940 0.0009104852 0.0002305952
150.5132779479 20.7338851790 0.0116726329 0.0094130163 0.0202224149 0.0002801612 0.0001889399 0.0008882520 0.0002267375
150.8837278088 20.7338851790 0.0116407916 0.0093634982 0.0200753377 0.0002778311 0.0001868930 0.0008687763 0.0002247413
151.2541776697 20.7338851790 0.0116014338 0.0093322453 0.0199088985 0.0002754073 0.0001858127 0.0008498329 0.0002230263
151.6246275306 20.7338851790 0.0115639274 0.0092868304 0.0197446406 0.0002736110 0.0001836666 0.0008361041 0.0002211489
151.9950773915 20.7338851790 0.0115473074 0.0092215557 0.0196374074 0.0002740245 0.0001807471 0.0008373166 0.0002196733
152.3655272524 20.7338851790 0.0115305827 0.0091471128 0.0195334612 0.0002734193 0.0001774144 0.0008309190 0.0002174577
152.7359771132 20.7338851790 0.0115050426 0.0091045388 0.0194102043 0.0002724959 0.0001762046 0.0008235584 0.0002160163
153.1064269741 20.7338851790 0.0114679733 0.0090811460 0.0192523864 0.0002702289 0.0001757718 0.0008066955 0.0002149256
153.4768768350 20.7338851790 0.0114492257 0.0090600683 0.0191422460 0.0002685945 0.0001750722 0.0007916592 0.0002140432
153.8473266959 20.7338851790 0.0114589479 0.0090358147 0.0191133165 0.0002691459 0.0001746094 0.0007899397 0.0002138341
154.2177765568 20.7338851790 0.0114401016 0.0089872846 0.0190098935 0.0002683053 0.0001726732 0.0007820085 0.0002121926
154.5882264177 20.7338851790 0.0114136378 0.0089343213 0.0188900623 0.0002671626 0.0001703284 0.0007763488 0.0002104323
154.9586762786 20.7338851790 0.0114167394 0.0089029539 0.0188564572 0.0002703436 0.0001703157 0.0008074442 0.0002115898
155.3291261395 20.7338851790 0.0114405937 0.0089041662 0.0188835223 0.0002734050 0.0001732120 0.0008291910 0.0002143072
155.6995760003 20.7338851790 0.0114750044 0.0089312451 0.0189457529 0.0002748797 0.0001762347 0.0008309366 0.0002160001
156.0700258613 20.7338851790 0.0115117457 0.0089511213 0.0190199858 0.0002770727 0.0001769337 0.0008409274 0.0002164668
156.4404757222 20.7338851790 0.0115369776 0.0089354407 0.0190511225 0.0002762498 0.0001727951 0.0008226180 0.0002138139
156.8109255831 20.7338851790 0.0115275026 0.0089105148 0.0189722894 0.0002716438 0.0001696588 0.0007741986 0.0002113309
157.1813754439 20.7338851790 0.0115404407 0.0088986748 0.0189656166 0.0002714501 0.0001684802 0.0007655828 0.0002109885
157.5518253048 20.7338851790 0.0115811690 0.0089040130 0.0190462151 0.0002734712 0.0001687533 0.0007727202 0.0002120103
